Data;Municipio;Gênero do Indiciado;Idade do Indiciado;Relacionamento
18/11/2022;Fortaleza;Masculino;69;NÃO INFORMADO
21/11/2022;Caucaia;Masculino;38;NÃO INFORMADO
22/11/2022;Morada Nova;Masculino;58;NÃO INFORMADO
22/11/2022;Pentecoste;Masculino;49;NÃO INFORMADO
23/11/2022;Fortaleza;Feminino;31;NÃO INFORMADO
23/11/2022;Fortaleza;Feminino;31;NÃO INFORMADO
26/11/2022;Granja;Masculino;Não Informada;NÃO INFORMADO
27/11/2022;Altaneira;Masculino;25;NÃO INFORMADO
27/11/2022;Jaguaribe;Masculino;40;NÃO INFORMADO
28/11/2022;Ararendá;Masculino;53;NÃO INFORMADO
29/11/2022;Sobral;Masculino;23;NÃO INFORMADO
29/11/2022;Iguatu;Masculino;38;NÃO INFORMADO
30/11/2022;Nova Russas;Masculino;43;NÃO INFORMADO
30/11/2022;Fortaleza;Masculino;58;NÃO INFORMADO
30/11/2022;Fortaleza;Masculino;29;NÃO INFORMADO
01/12/2022;Horizonte;Feminino;35;NÃO INFORMADO
02/12/2022;Fortaleza;Masculino;16;NÃO INFORMADO
02/12/2022;Fortaleza;Feminino;34;NÃO INFORMADO
02/12/2022;Chorozinho;Masculino;36;NÃO INFORMADO
02/12/2022;Jaguaribe;Masculino;28;NÃO INFORMADO
02/12/2022;Jaguaribe;Masculino;28;NÃO INFORMADO
04/12/2022;Ipu;Masculino;33;NÃO INFORMADO
05/12/2022;Iguatu;Masculino;40;CONJUGE/COMPANHEIRO
06/12/2022;Fortaleza;Masculino;35;NÃO INFORMADO
07/12/2022;Cedro;Masculino;35;NÃO INFORMADO
08/12/2022;Monsenhor Tabosa;Masculino;54;NÃO INFORMADO
09/12/2022;Carnaubal;Masculino;32;NÃO INFORMADO
10/12/2022;Caucaia;Masculino;30;NÃO INFORMADO
11/12/2022;Quixadá;Masculino;45;NÃO INFORMADO
11/12/2022;Acarape;Masculino;55;NÃO INFORMADO
11/12/2022;Acarape;Masculino;55;NÃO INFORMADO
11/12/2022;Acarape;Masculino;55;NÃO INFORMADO
11/12/2022;Acarape;Masculino;55;NÃO INFORMADO
11/12/2022;Acarape;Masculino;55;NÃO INFORMADO
11/12/2022;Acarape;Masculino;55;NÃO INFORMADO
12/12/2022;Itapajé;Masculino;42;NÃO INFORMADO
12/12/2022;Ipu;Masculino;44;NÃO INFORMADO
12/12/2022;Itapajé;Masculino;38;NÃO INFORMADO
13/12/2022;Mauriti;Masculino;63;CONJUGE/COMPANHEIRO
13/12/2022;Assaré;Feminino;21;NÃO INFORMADO
14/12/2022;Itapajé;Masculino;53;NÃO INFORMADO
15/12/2022;Caucaia;Masculino;30;NÃO INFORMADO
16/12/2022;Itapajé;Masculino;26;NÃO INFORMADO
16/12/2022;Fortaleza;Masculino;31;NÃO INFORMADO
16/12/2022;Assaré;Masculino;54;NÃO INFORMADO
19/12/2022;Pindoretama;Masculino;40;NÃO INFORMADO
19/12/2022;Potengi;Masculino;44;NÃO INFORMADO
19/12/2022;Potengi;Masculino;44;NÃO INFORMADO
20/12/2022;Tianguá;Masculino;30;NÃO INFORMADO
22/12/2022;Boa Viagem;Masculino;32;NÃO INFORMADO
22/12/2022;Quixadá;Masculino;41;NÃO INFORMADO
24/12/2022;Maracanaú;Masculino;28;NÃO INFORMADO
25/12/2022;Fortaleza;Masculino;36;CONJUGE/COMPANHEIRO
25/12/2022;Iguatu;Masculino;24;NÃO INFORMADO
26/12/2022;Ipu;Masculino;53;CONJUGE/COMPANHEIRO
27/12/2022;Fortaleza;Masculino;34;NÃO INFORMADO
27/12/2022;Fortaleza;Masculino;35;NÃO INFORMADO
30/12/2022;Itapajé;Masculino;33;NÃO INFORMADO
30/12/2022;Granja;Masculino;16;NÃO INFORMADO
31/12/2022;Maracanaú;Masculino;30;NÃO INFORMADO
01/01/2023;Fortaleza;Feminino;20;CONJUGE/COMPANHEIRO
01/01/2023;Fortaleza;Masculino;20;NÃO INFORMADO
02/01/2023;Iguatu;Masculino;34;NÃO INFORMADO
03/01/2023;Jaguaruana;Masculino;33;NÃO INFORMADO
04/01/2023;Granja;Masculino;25;CONJUGE/COMPANHEIRO
04/01/2023;Russas;Masculino;50;NÃO INFORMADO
06/01/2023;Brejo Santo;Masculino;34;NÃO INFORMADO
06/01/2023;Pindoretama;Masculino;40;NÃO INFORMADO
06/01/2023;Pindoretama;Masculino;40;NÃO INFORMADO
07/01/2023;Icó;Masculino;25;NÃO INFORMADO
08/01/2023;Tianguá;Masculino;27;NÃO INFORMADO
09/01/2023;Morada Nova;Masculino;66;NÃO INFORMADO
10/01/2023;Jaguaretama;Masculino;39;NÃO INFORMADO
10/01/2023;Jaguaretama;Feminino;38;NÃO INFORMADO
11/01/2023;Tauá;Masculino;47;NÃO INFORMADO
13/01/2023;Aquiraz;Masculino;33;NAMORADO(A)
13/01/2023;Fortaleza;Masculino;50;NAMORADO(A)
13/01/2023;Fortaleza;Masculino;46;CONJUGE/COMPANHEIRO
13/01/2023;Groaíras;Masculino;24;NÃO INFORMADO
13/01/2023;Tianguá;Masculino;45;NÃO INFORMADO
13/01/2023;Fortaleza;Masculino;46;NÃO INFORMADO
13/01/2023;Crato;Masculino;31;NÃO INFORMADO
14/01/2023;Fortaleza;Feminino;30;OUTROS
15/01/2023;Camocim;Masculino;18;NÃO INFORMADO
15/01/2023;Camocim;Masculino;18;NÃO INFORMADO
15/01/2023;Alcântaras;Masculino;48;NÃO INFORMADO
15/01/2023;Apuiarés;Feminino;23;NÃO INFORMADO
16/01/2023;Marco;Masculino;59;OUTROS
16/01/2023;Baturité;Masculino;26;NÃO INFORMADO
16/01/2023;Fortaleza;Feminino;23;NÃO INFORMADO
17/01/2023;Iguatu;Masculino;32;CONJUGE/COMPANHEIRO
17/01/2023;Ibiapina;Masculino;33;NÃO INFORMADO
18/01/2023;Fortaleza;Masculino;34;NÃO INFORMADO
18/01/2023;Fortaleza;Masculino;34;NÃO INFORMADO
19/01/2023;Fortaleza;Masculino;53;NÃO INFORMADO
19/01/2023;Redenção;Masculino;58;NÃO INFORMADO
19/01/2023;Cariús;Masculino;27;NÃO INFORMADO
20/01/2023;Fortaleza;Masculino;41;NÃO INFORMADO
20/01/2023;Brejo Santo;Masculino;27;NÃO INFORMADO
21/01/2023;Maranguape;Masculino;21;NÃO INFORMADO
21/01/2023;Carnaubal;Masculino;19;NÃO INFORMADO
22/01/2023;Brejo Santo;Masculino;46;NÃO INFORMADO
22/01/2023;Crato;Masculino;31;NÃO INFORMADO
23/01/2023;Senador Pompeu;Feminino;19;NÃO INFORMADO
23/01/2023;Senador Pompeu;Feminino;19;NÃO INFORMADO
23/01/2023;Fortaleza;Feminino;56;NÃO INFORMADO
23/01/2023;Tianguá;Masculino;54;NÃO INFORMADO
25/01/2023;Crateús;Masculino;34;NÃO INFORMADO
25/01/2023;Horizonte;Masculino;21;NÃO INFORMADO
25/01/2023;Uruburetama;Masculino;56;NÃO INFORMADO
25/01/2023;Fortim;Masculino;22;NÃO INFORMADO
25/01/2023;Fortim;Masculino;22;NÃO INFORMADO
25/01/2023;Crateús;Masculino;35;NÃO INFORMADO
26/01/2023;Icó;Masculino;26;NÃO INFORMADO
26/01/2023;Fortaleza;Masculino;36;NÃO INFORMADO
27/01/2023;Santana do Acaraú;Masculino;53;OUTROS
27/01/2023;Maracanaú;Masculino;39;NÃO INFORMADO
28/01/2023;Senador Pompeu;Feminino;43;NÃO INFORMADO
28/01/2023;Caucaia;Masculino;39;NÃO INFORMADO
29/01/2023;Jaguaribe;Masculino;33;CONJUGE/COMPANHEIRO
29/01/2023;Brejo Santo;Masculino;19;NÃO INFORMADO
29/01/2023;Alcântaras;Masculino;30;NÃO INFORMADO
29/01/2023;Quixadá;Masculino;24;NÃO INFORMADO
30/01/2023;Brejo Santo;Masculino;27;NÃO INFORMADO
30/01/2023;Fortaleza;Masculino;23;NÃO INFORMADO
31/01/2023;Fortaleza;Masculino;41;NAMORADO(A)
31/01/2023;Ipu;Feminino;32;NÃO INFORMADO
01/02/2023;Fortaleza;Masculino;45;NÃO INFORMADO
02/02/2023;Ipu;Masculino;50;CONJUGE/COMPANHEIRO
02/02/2023;Ipu;Masculino;31;NÃO INFORMADO
03/02/2023;Granja;Masculino;46;NÃO INFORMADO
03/02/2023;Aracati;Masculino;53;NÃO INFORMADO
04/02/2023;Fortaleza;Masculino;40;CONJUGE/COMPANHEIRO
04/02/2023;Tianguá;Masculino;27;NÃO INFORMADO
04/02/2023;Tianguá;Masculino;27;NÃO INFORMADO
04/02/2023;Jaguaribe;Masculino;35;NÃO INFORMADO
04/02/2023;Tianguá;Masculino;27;NÃO INFORMADO
04/02/2023;Aracati;Masculino;48;NÃO INFORMADO
05/02/2023;Fortaleza;Masculino;33;NÃO INFORMADO
05/02/2023;Viçosa do Ceará;Masculino;27;NÃO INFORMADO
05/02/2023;Crateús;Masculino;42;NÃO INFORMADO
05/02/2023;Fortaleza;Masculino;48;NÃO INFORMADO
07/02/2023;Granja;Masculino;46;CONJUGE/COMPANHEIRO
07/02/2023;Pereiro;Masculino;62;NÃO INFORMADO
07/02/2023;Pereiro;Masculino;62;NÃO INFORMADO
07/02/2023;Fortaleza;Feminino;41;NÃO INFORMADO
07/02/2023;Fortaleza;Masculino;27;NÃO INFORMADO
07/02/2023;Sobral;Masculino;25;NÃO INFORMADO
08/02/2023;Uruburetama;Masculino;38;NÃO INFORMADO
08/02/2023;Quixadá;Masculino;32;NÃO INFORMADO
09/02/2023;Iguatu;Masculino;44;OUTROS
09/02/2023;Itapajé;Masculino;42;NÃO INFORMADO
10/02/2023;São Benedito;Masculino;32;NÃO INFORMADO
10/02/2023;Fortaleza;Masculino;22;NÃO INFORMADO
11/02/2023;Crato;Masculino;36;NÃO INFORMADO
11/02/2023;Frecheirinha;Masculino;57;NÃO INFORMADO
12/02/2023;Fortaleza;Masculino;42;NÃO INFORMADO
12/02/2023;Ipueiras;Masculino;28;NÃO INFORMADO
13/02/2023;Fortaleza;Masculino;38;NÃO INFORMADO
14/02/2023;Groaíras;Masculino;63;NÃO INFORMADO
14/02/2023;Fortaleza;Feminino;31;NÃO INFORMADO
15/02/2023;Caucaia;Masculino;40;NÃO INFORMADO
15/02/2023;Coreaú;Masculino;26;NÃO INFORMADO
15/02/2023;Fortaleza;Masculino;41;NÃO INFORMADO
15/02/2023;Fortaleza;Masculino;27;NÃO INFORMADO
15/02/2023;Ipu;Masculino;32;NÃO INFORMADO
16/02/2023;Quixeramobim;Feminino;39;NÃO INFORMADO
16/02/2023;Quixeramobim;Feminino;39;NÃO INFORMADO
16/02/2023;Crateús;Masculino;51;NÃO INFORMADO
16/02/2023;Fortaleza;Masculino;67;NÃO INFORMADO
17/02/2023;Campos Sales;Masculino;37;NÃO INFORMADO
17/02/2023;Tianguá;Masculino;55;NÃO INFORMADO
19/02/2023;Lavras da Mangabeira;Masculino;65;NÃO INFORMADO
19/02/2023;Tianguá;Masculino;33;NÃO INFORMADO
20/02/2023;Itapajé;Masculino;36;CONJUGE/COMPANHEIRO
20/02/2023;Tejuçuoca;Masculino;26;NÃO INFORMADO
20/02/2023;Crato;Masculino;37;NÃO INFORMADO
21/02/2023;Fortaleza;Masculino;46;NÃO INFORMADO
22/02/2023;Viçosa do Ceará;Masculino;30;NÃO INFORMADO
22/02/2023;Fortaleza;Masculino;32;NÃO INFORMADO
23/02/2023;Monsenhor Tabosa;Masculino;25;NÃO INFORMADO
23/02/2023;Monsenhor Tabosa;Masculino;25;NÃO INFORMADO
23/02/2023;Monsenhor Tabosa;Masculino;25;NÃO INFORMADO
23/02/2023;Viçosa do Ceará;Masculino;41;NÃO INFORMADO
23/02/2023;Viçosa do Ceará;Masculino;41;NÃO INFORMADO
24/02/2023;Pereiro;Masculino;58;NÃO INFORMADO
24/02/2023;Aracoiaba;Masculino;28;NÃO INFORMADO
24/02/2023;Aracoiaba;Masculino;28;NÃO INFORMADO
25/02/2023;Fortaleza;Masculino;43;NÃO INFORMADO
26/02/2023;Fortaleza;Masculino;28;NAMORADO(A)
26/02/2023;Brejo Santo;Masculino;40;CONJUGE/COMPANHEIRO
27/02/2023;Iguatu;Masculino;23;OUTROS
27/02/2023;Quixadá;Masculino;32;FILHO(A)
27/02/2023;Itapajé;Masculino;37;NÃO INFORMADO
27/02/2023;Fortaleza;Masculino;24;NÃO INFORMADO
28/02/2023;Crateús;Masculino;32;NÃO INFORMADO
28/02/2023;Tianguá;Masculino;48;NÃO INFORMADO
01/03/2023;Ibiapina;Masculino;40;NÃO INFORMADO
01/03/2023;Fortaleza;Masculino;Não Informada;NÃO INFORMADO
01/03/2023;Maracanaú;Masculino;38;NÃO INFORMADO
01/03/2023;Fortaleza;Masculino;25;NÃO INFORMADO
02/03/2023;Sobral;Masculino;52;CONJUGE/COMPANHEIRO
02/03/2023;Crato;Masculino;36;NÃO INFORMADO
02/03/2023;Icó;Masculino;57;NÃO INFORMADO
02/03/2023;São Gonçalo do Amarante;Masculino;27;NÃO INFORMADO
02/03/2023;São Gonçalo do Amarante;Masculino;27;NÃO INFORMADO
05/03/2023;Fortaleza;Masculino;34;NÃO INFORMADO
07/03/2023;Fortaleza;Masculino;34;NÃO INFORMADO
07/03/2023;Iguatu;Masculino;40;NÃO INFORMADO
07/03/2023;Fortaleza;Masculino;38;NÃO INFORMADO
08/03/2023;Fortaleza;Masculino;42;NÃO INFORMADO
08/03/2023;Pacujá;Masculino;26;NÃO INFORMADO
09/03/2023;Aracati;Masculino;26;NÃO INFORMADO
09/03/2023;Crateús;Masculino;45;NÃO INFORMADO
09/03/2023;Potengi;Masculino;43;NÃO INFORMADO
10/03/2023;Jaguaribe;Masculino;41;CONJUGE/COMPANHEIRO
11/03/2023;Fortaleza;Masculino;43;NÃO INFORMADO
11/03/2023;Fortaleza;Feminino;25;NÃO INFORMADO
11/03/2023;Fortaleza;Feminino;35;NÃO INFORMADO
12/03/2023;Frecheirinha;Masculino;34;NÃO INFORMADO
12/03/2023;Fortaleza;Masculino;58;NÃO INFORMADO
13/03/2023;Jaguaribe;Masculino;60;NÃO INFORMADO
13/03/2023;Jaguaribe;Masculino;60;NÃO INFORMADO
13/03/2023;Crato;Masculino;36;NÃO INFORMADO
16/03/2023;Crato;Masculino;49;NÃO INFORMADO
16/03/2023;Antonina do Norte;Masculino;46;NÃO INFORMADO
17/03/2023;Juazeiro do Norte;Masculino;31;NÃO INFORMADO
18/03/2023;Fortaleza;Masculino;25;NAMORADO(A)
19/03/2023;Graça;Masculino;Não Informada;NÃO INFORMADO
19/03/2023;Graça;Masculino;Não Informada;NÃO INFORMADO
22/03/2023;Fortaleza;Feminino;34;NÃO INFORMADO
22/03/2023;Fortaleza;Masculino;39;NÃO INFORMADO
23/03/2023;Fortaleza;Masculino;Não Informada;NÃO INFORMADO
24/03/2023;Missão Velha;Feminino;38;NÃO INFORMADO
24/03/2023;Missão Velha;Masculino;41;NÃO INFORMADO
24/03/2023;Crato;Masculino;31;NÃO INFORMADO
25/03/2023;Russas;Masculino;23;NAMORADO(A)
25/03/2023;Monsenhor Tabosa;Masculino;59;CONJUGE/COMPANHEIRO
25/03/2023;Itapajé;Feminino;61;NÃO INFORMADO
25/03/2023;Pacatuba;Masculino;51;NÃO INFORMADO
25/03/2023;Pacatuba;Masculino;51;NÃO INFORMADO
25/03/2023;Fortaleza;Masculino;40;NÃO INFORMADO
25/03/2023;Russas;Masculino;32;NÃO INFORMADO
26/03/2023;Tianguá;Masculino;26;NÃO INFORMADO
26/03/2023;Ubajara;Masculino;24;NÃO INFORMADO
27/03/2023;Jaguaribe;Feminino;36;NÃO INFORMADO
28/03/2023;Ipu;Masculino;23;NÃO INFORMADO
29/03/2023;Jaguaruana;Feminino;33;NÃO INFORMADO
29/03/2023;Fortaleza;Feminino;29;NÃO INFORMADO
29/03/2023;Fortaleza;Feminino;29;NÃO INFORMADO
29/03/2023;Fortaleza;Masculino;38;NÃO INFORMADO
29/03/2023;Fortaleza;Masculino;38;NÃO INFORMADO
29/03/2023;Cariré;Masculino;36;NÃO INFORMADO
29/03/2023;Cariré;Masculino;36;NÃO INFORMADO
29/03/2023;Paraipaba;Masculino;58;NÃO INFORMADO
30/03/2023;Fortaleza;Masculino;23;NÃO INFORMADO
30/03/2023;Fortaleza;Masculino;23;NÃO INFORMADO
30/03/2023;Forquilha;Masculino;22;NÃO INFORMADO
30/03/2023;Fortaleza;Feminino;39;NÃO INFORMADO
31/03/2023;Fortaleza;Masculino;38;NÃO INFORMADO
31/03/2023;Novo Oriente;Masculino;44;NÃO INFORMADO
31/03/2023;Fortaleza;Feminino;30;NÃO INFORMADO
31/03/2023;Fortaleza;Feminino;50;NÃO INFORMADO
03/04/2023;Fortaleza;Masculino;31;NÃO INFORMADO
05/04/2023;Fortaleza;Feminino;34;NÃO INFORMADO
05/04/2023;Juazeiro do Norte;Masculino;47;NÃO INFORMADO
06/04/2023;Iguatu;Masculino;41;NÃO INFORMADO
06/04/2023;Fortaleza;Masculino;37;NÃO INFORMADO
08/04/2023;Brejo Santo;Masculino;43;NÃO INFORMADO
08/04/2023;Caucaia;Masculino;55;NÃO INFORMADO
08/04/2023;Baturité;Masculino;39;NÃO INFORMADO
09/04/2023;Jaguaribe;Masculino;41;CONJUGE/COMPANHEIRO
09/04/2023;Quixadá;Masculino;34;NÃO INFORMADO
09/04/2023;Tianguá;Masculino;35;NÃO INFORMADO
09/04/2023;Tianguá;Masculino;35;NÃO INFORMADO
09/04/2023;Tianguá;Masculino;35;NÃO INFORMADO
09/04/2023;Juazeiro do Norte;Masculino;31;NÃO INFORMADO
09/04/2023;São Benedito;Feminino;38;NÃO INFORMADO
10/04/2023;Iguatu;Masculino;51;OUTROS
10/04/2023;Iguatu;Masculino;51;OUTROS
10/04/2023;Ipu;Masculino;33;CONJUGE/COMPANHEIRO
10/04/2023;Lavras da Mangabeira;Masculino;23;NÃO INFORMADO
11/04/2023;Crato;Feminino;29;NÃO INFORMADO
11/04/2023;Fortaleza;Feminino;38;NÃO INFORMADO
11/04/2023;Fortaleza;Feminino;31;NÃO INFORMADO
11/04/2023;Fortaleza;Masculino;29;NÃO INFORMADO
11/04/2023;Fortaleza;Masculino;26;NÃO INFORMADO
11/04/2023;Milagres;Masculino;36;NÃO INFORMADO
13/04/2023;Crato;Masculino;24;CONJUGE/COMPANHEIRO
13/04/2023;Frecheirinha;Masculino;31;NÃO INFORMADO
13/04/2023;Fortaleza;Masculino;41;NÃO INFORMADO
13/04/2023;Fortaleza;Masculino;41;NÃO INFORMADO
13/04/2023;Ipu;Masculino;32;NÃO INFORMADO
13/04/2023;Viçosa do Ceará;Masculino;36;NÃO INFORMADO
15/04/2023;Maranguape;Masculino;46;NÃO INFORMADO
16/04/2023;Tauá;Masculino;22;NÃO INFORMADO
16/04/2023;Caucaia;Masculino;36;NÃO INFORMADO
18/04/2023;Brejo Santo;Masculino;36;NÃO INFORMADO
19/04/2023;Potengi;Masculino;65;NÃO INFORMADO
19/04/2023;Tianguá;Masculino;42;NÃO INFORMADO
20/04/2023;Fortaleza;Masculino;23;NÃO INFORMADO
21/04/2023;Caucaia;Masculino;20;NÃO INFORMADO
21/04/2023;Caucaia;Masculino;20;NÃO INFORMADO
21/04/2023;Croatá;Feminino;48;NÃO INFORMADO
23/04/2023;Crateús;Masculino;57;NÃO INFORMADO
23/04/2023;Fortaleza;Masculino;26;NÃO INFORMADO
23/04/2023;Fortaleza;Masculino;26;NÃO INFORMADO
23/04/2023;Fortaleza;Masculino;26;NÃO INFORMADO
24/04/2023;Marco;Masculino;24;CONJUGE/COMPANHEIRO
24/04/2023;Fortaleza;Feminino;33;NÃO INFORMADO
24/04/2023;Groaíras;Masculino;62;NÃO INFORMADO
24/04/2023;Sobral;Masculino;41;NÃO INFORMADO
25/04/2023;Quixeramobim;Feminino;35;NÃO INFORMADO
25/04/2023;Fortaleza;Feminino;16;NÃO INFORMADO
25/04/2023;Itapajé;Masculino;28;NÃO INFORMADO
26/04/2023;Tianguá;Masculino;36;NÃO INFORMADO
27/04/2023;Meruoca;Masculino;60;CONJUGE/COMPANHEIRO
27/04/2023;Fortaleza;Masculino;39;CONJUGE/COMPANHEIRO
27/04/2023;Parambu;Masculino;24;NÃO INFORMADO
28/04/2023;Jaguaribara;Masculino;44;NÃO INFORMADO
30/04/2023;Marco;Masculino;27;CONJUGE/COMPANHEIRO
30/04/2023;Fortaleza;Masculino;23;NÃO INFORMADO
01/05/2023;Fortaleza;Feminino;34;NÃO INFORMADO
02/05/2023;Novo Oriente;Masculino;37;NÃO INFORMADO
02/05/2023;Novo Oriente;Masculino;37;NÃO INFORMADO
02/05/2023;Novo Oriente;Masculino;37;NÃO INFORMADO
02/05/2023;Crateús;Masculino;56;NÃO INFORMADO
03/05/2023;Tururu;Masculino;24;CONJUGE/COMPANHEIRO
03/05/2023;Pentecoste;Masculino;27;NÃO INFORMADO
03/05/2023;Maranguape;Masculino;24;NÃO INFORMADO
04/05/2023;Sobral;Masculino;31;NÃO INFORMADO
04/05/2023;Sobral;Masculino;34;NÃO INFORMADO
04/05/2023;Tianguá;Feminino;42;NÃO INFORMADO
05/05/2023;Camocim;Masculino;46;NÃO INFORMADO
05/05/2023;Camocim;Masculino;46;NÃO INFORMADO
05/05/2023;Juazeiro do Norte;Masculino;21;NÃO INFORMADO
06/05/2023;Brejo Santo;Masculino;28;NÃO INFORMADO
07/05/2023;Ipu;Feminino;53;NÃO INFORMADO
07/05/2023;Ipu;Feminino;53;NÃO INFORMADO
08/05/2023;Maracanaú;Masculino;27;NÃO INFORMADO
09/05/2023;Tianguá;Masculino;36;NÃO INFORMADO
09/05/2023;Tianguá;Masculino;36;NÃO INFORMADO
10/05/2023;Tianguá;Masculino;38;NÃO INFORMADO
10/05/2023;Fortaleza;Masculino;43;NÃO INFORMADO
10/05/2023;Parambu;Masculino;39;NÃO INFORMADO
10/05/2023;Groaíras;Masculino;39;NÃO INFORMADO
10/05/2023;Irauçuba;Masculino;36;NÃO INFORMADO
10/05/2023;Caucaia;Masculino;45;NÃO INFORMADO
11/05/2023;Fortaleza;Masculino;38;NÃO INFORMADO
11/05/2023;Juazeiro do Norte;Masculino;36;NÃO INFORMADO
11/05/2023;Viçosa do Ceará;Masculino;43;NÃO INFORMADO
12/05/2023;Maracanaú;Masculino;34;NÃO INFORMADO
12/05/2023;Crato;Masculino;52;NÃO INFORMADO
12/05/2023;Iguatu;Masculino;35;NÃO INFORMADO
13/05/2023;Fortaleza;Masculino;19;NÃO INFORMADO
13/05/2023;Itapipoca;Masculino;42;NÃO INFORMADO
15/05/2023;Horizonte;Masculino;20;NÃO INFORMADO
15/05/2023;Pires Ferreira;Feminino;36;NÃO INFORMADO
15/05/2023;Pires Ferreira;Feminino;58;NÃO INFORMADO
15/05/2023;Pires Ferreira;Feminino;58;NÃO INFORMADO
15/05/2023;Pires Ferreira;Feminino;36;NÃO INFORMADO
15/05/2023;Icó;Masculino;47;NÃO INFORMADO
16/05/2023;Marco;Masculino;43;CONJUGE/COMPANHEIRO
16/05/2023;Quixadá;Masculino;33;CONJUGE/COMPANHEIRO
18/05/2023;Granja;Masculino;30;NÃO INFORMADO
20/05/2023;Acopiara;Masculino;35;CONJUGE/COMPANHEIRO
20/05/2023;Tianguá;Masculino;39;NÃO INFORMADO
20/05/2023;Fortaleza;Masculino;22;NÃO INFORMADO
23/05/2023;Guaraciaba do Norte;Masculino;66;NÃO INFORMADO
23/05/2023;Guaraciaba do Norte;Masculino;66;NÃO INFORMADO
24/05/2023;Crato;Masculino;43;NÃO INFORMADO
25/05/2023;Fortaleza;Masculino;29;CONJUGE/COMPANHEIRO
26/05/2023;Horizonte;Masculino;47;NÃO INFORMADO
26/05/2023;Ubajara;Masculino;21;NÃO INFORMADO
28/05/2023;Novo Oriente;Masculino;37;NÃO INFORMADO
28/05/2023;Maracanaú;Masculino;36;NÃO INFORMADO
28/05/2023;Tianguá;Masculino;29;NÃO INFORMADO
30/05/2023;Uruburetama;Masculino;24;NÃO INFORMADO
31/05/2023;Fortaleza;Masculino;31;NÃO INFORMADO
31/05/2023;Fortaleza;Masculino;31;NÃO INFORMADO
31/05/2023;Quixadá;Masculino;30;NÃO INFORMADO
01/06/2023;Juazeiro do Norte;Feminino;43;NÃO INFORMADO
01/06/2023;Juazeiro do Norte;Feminino;18;NÃO INFORMADO
02/06/2023;Parambu;Masculino;33;NÃO INFORMADO
02/06/2023;Fortaleza;Masculino;31;NÃO INFORMADO
03/06/2023;Penaforte;Masculino;27;CONJUGE/COMPANHEIRO
03/06/2023;Fortaleza;Masculino;27;NÃO INFORMADO
04/06/2023;Fortaleza;Feminino;31;NÃO INFORMADO
04/06/2023;Tianguá;Masculino;39;NÃO INFORMADO
05/06/2023;Fortaleza;Masculino;31;NÃO INFORMADO
06/06/2023;Cascavel;Masculino;18;NÃO INFORMADO
06/06/2023;Cascavel;Masculino;18;NÃO INFORMADO
06/06/2023;Sobral;Masculino;29;NÃO INFORMADO
06/06/2023;Beberibe;Masculino;45;NÃO INFORMADO
07/06/2023;Aracati;Feminino;Não Informada;NÃO INFORMADO
07/06/2023;Aracati;Masculino;22;NÃO INFORMADO
08/06/2023;Reriutaba;Masculino;64;NÃO INFORMADO
08/06/2023;Guaraciaba do Norte;Masculino;28;NÃO INFORMADO
09/06/2023;Tianguá;Masculino;46;NÃO INFORMADO
10/06/2023;Horizonte;Masculino;32;NÃO INFORMADO
10/06/2023;Ibiapina;Masculino;62;NÃO INFORMADO
10/06/2023;Canindé;Masculino;33;NÃO INFORMADO
10/06/2023;Canindé;Masculino;33;NÃO INFORMADO
10/06/2023;Fortaleza;Masculino;56;NÃO INFORMADO
12/06/2023;Jaguaribe;Masculino;56;NÃO INFORMADO
12/06/2023;Fortaleza;Masculino;23;NÃO INFORMADO
12/06/2023;Juazeiro do Norte;Masculino;45;NÃO INFORMADO
13/06/2023;Fortaleza;Masculino;32;NÃO INFORMADO
15/06/2023;Fortaleza;Masculino;14;NÃO INFORMADO
16/06/2023;Ipu;Masculino;30;NÃO INFORMADO
16/06/2023;Maracanaú;Masculino;55;NÃO INFORMADO
16/06/2023;Paraipaba;Masculino;36;NÃO INFORMADO
16/06/2023;Caucaia;Masculino;29;NÃO INFORMADO
16/06/2023;Caucaia;Masculino;29;NÃO INFORMADO
16/06/2023;Caucaia;Masculino;29;NÃO INFORMADO
17/06/2023;Iguatu;Masculino;38;CONJUGE/COMPANHEIRO
17/06/2023;Fortaleza;Feminino;37;NÃO INFORMADO
17/06/2023;Fortaleza;Feminino;37;NÃO INFORMADO
18/06/2023;Fortaleza;Masculino;22;NÃO INFORMADO
19/06/2023;Parambu;Masculino;25;NÃO INFORMADO
19/06/2023;Canindé;Masculino;40;NÃO INFORMADO
20/06/2023;Juazeiro do Norte;Masculino;49;NÃO INFORMADO
22/06/2023;Brejo Santo;Masculino;28;NÃO INFORMADO
22/06/2023;Tianguá;Feminino;27;NÃO INFORMADO
22/06/2023;Tianguá;Masculino;39;NÃO INFORMADO
22/06/2023;Tianguá;Masculino;39;NÃO INFORMADO
22/06/2023;Itapajé;Masculino;40;NÃO INFORMADO
23/06/2023;Eusébio;Masculino;23;NÃO INFORMADO
24/06/2023;Brejo Santo;Masculino;55;NÃO INFORMADO
25/06/2023;Crateús;Masculino;47;NÃO INFORMADO
25/06/2023;Novo Oriente;Masculino;42;NÃO INFORMADO
25/06/2023;Fortaleza;Masculino;46;NÃO INFORMADO
26/06/2023;Jaguaribe;Masculino;46;CONJUGE/COMPANHEIRO
26/06/2023;Barreira;Masculino;Não Informada;NÃO INFORMADO
27/06/2023;Fortaleza;Masculino;28;NÃO INFORMADO
